,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Exterior 1st,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Screen Porch,Misc Val,Yr Sold,SalePrice,is_remodeled,bsmt_cond_dmy,fireplace_qu_dmy,garage_cond_dmy,is_new,is_SBrkr,has_stone_mas_vnr,lot_is_regular,has_slope
654,20,RL,71.0,7350,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,Hip,BrkFace,0.0,TA,TA,CBlock,No,Unf,Unf,1041.0,Gd,Y,1041,1,TA,Typ,missing,Attchd,294.0,Y,0,0,0,0,0,2009,11.759785542901755,1,0,0,1,0,1,0,1,0
2502,30,RL,118.0,21299,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,5,Hip,BrkFace,0.0,Gd,TA,CBlock,No,Unf,Unf,929.0,Ex,Y,2039,1,TA,Min1,Gd,Other,791.0,Y,0,0,90,0,0,2006,12.025749091398891,0,0,0,1,0,1,0,1,0
448,60,RL,122.0,11911,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,0.0,Gd,TA,PConc,Av,Unf,Unf,684.0,Ex,Y,1560,1,Gd,Typ,Gd,BuiltIn,400.0,Y,100,38,0,0,0,2009,12.066810578196666,1,0,0,1,0,1,0,0,0
510,60,FV,65.0,8127,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,No,GLQ,Unf,812.0,Ex,Y,1653,1,Gd,Typ,missing,Attchd,628.0,Y,0,45,0,0,0,2009,12.250089530946948,1,0,0,1,0,1,0,0,0
2380,60,FV,65.0,8125,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,No,Unf,Unf,756.0,Ex,Y,1553,1,Gd,Typ,missing,Attchd,615.0,Y,0,45,0,0,0,2006,12.136186518066006,0,0,0,1,1,1,0,1,0
2282,120,RH,26.0,8773,Lvl,FR,NAmes,Norm,TwnhsE,1Story,6,5,Gable,MetalSd,0.0,Gd,TA,PConc,No,GLQ,Unf,1487.0,Ex,Y,1419,1,Gd,Typ,missing,Attchd,543.0,Y,196,68,0,0,0,2006,12.154779351142624,1,0,0,1,0,1,0,0,0
2746,50,RL,76.0,11388,Low,Inside,Edwards,Norm,1Fam,1.5Fin,4,7,Gable,VinylSd,0.0,TA,TA,BrkTil,No,Unf,Unf,616.0,TA,N,1273,1,Gd,Min2,missing,Detchd,275.0,N,212,0,0,0,0,2006,11.703545824578878,0,0,0,0,0,1,0,1,0
1187,20,RL,80.0,9600,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,8,Gable,HdBoard,0.0,TA,Gd,CBlock,No,BLQ,Rec,572.0,Gd,Y,1337,1,Gd,Typ,Gd,Attchd,264.0,Y,0,192,0,0,0,2008,11.86005499606543,0,0,0,1,0,1,0,1,0
684,30,RM,50.0,5784,Lvl,Inside,OldTown,Street,1Fam,1Story,5,8,Gable,MetalSd,0.0,TA,TA,BrkTil,No,Unf,Unf,190.0,Gd,Y,886,1,TA,Typ,missing,Attchd,273.0,Y,144,20,80,0,0,2009,11.421906066583059,0,0,0,1,0,0,0,1,0
2037,20,RL,68.0,8814,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,80.0,Gd,TA,PConc,No,GLQ,Unf,1274.0,Ex,Y,1274,1,Gd,Typ,missing,Attchd,508.0,Y,264,98,0,0,0,2007,12.220961258023925,0,0,0,1,1,1,0,1,0
2489,80,RL,125.0,10000,Lvl,Corner,NAmes,Norm,1Fam,Sep,5,6,Hip,Wd Sdng,272.0,TA,TA,CBlock,Av,BLQ,Rec,1058.0,Ex,Y,1370,1,TA,Typ,TA,Other,300.0,Y,191,0,0,120,0,2006,11.904967552746252,1,0,0,1,0,1,0,1,0
2605,190,RM,60.0,6780,Lvl,Inside,IDOTRR,Norm,2fmCon,1.5Fin,6,8,Gable,Wd Sdng,0.0,TA,Fa,CBlock,Av,GLQ,Unf,520.0,Gd,N,754,1,TA,Typ,missing,Other,0.0,N,53,0,0,0,0,2006,11.344506813345266,0,0,0,0,0,1,0,1,0
2085,60,RL,68.253174,15295,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,254.0,Gd,TA,PConc,Mn,GLQ,Unf,860.0,Ex,Y,1992,1,Gd,Min2,TA,Attchd,608.0,Y,225,32,0,0,0,2007,12.259613412458204,0,0,0,1,0,1,0,0,0
1541,160,RM,68.253174,2665,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,6,Gable,CemntBd,0.0,TA,TA,PConc,Mn,Unf,Unf,264.0,TA,Y,1304,1,TA,Typ,Gd,BuiltIn,336.0,Y,141,24,0,0,0,2008,11.652687407345388,1,0,0,1,0,1,0,1,0
816,60,RL,70.0,8750,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,Gable,VinylSd,120.0,TA,TA,PConc,No,GLQ,Unf,928.0,Ex,Y,1772,1,TA,Typ,TA,Attchd,492.0,Y,150,96,0,0,0,2009,12.206072645530174,1,0,0,1,0,1,0,1,0
746,85,RL,68.253174,7252,Lvl,CulDSac,Sawyer,Norm,1Fam,Sep,5,5,Hip,Wd Sdng,0.0,TA,TA,CBlock,Av,GLQ,Unf,858.0,TA,Y,858,1,TA,Typ,missing,Detchd,576.0,Y,120,0,0,0,0,2009,11.812289042195847,1,0,0,1,0,1,0,0,0
1237,50,RL,60.0,7200,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,5,6,Gable,MetalSd,0.0,TA,Gd,CBlock,Mn,GLQ,Unf,768.0,Gd,Y,1588,1,TA,Typ,missing,Detchd,480.0,Y,0,0,0,0,0,2008,11.918390573078392,0,0,0,1,0,1,0,1,0
715,30,RM,51.0,6120,Lvl,Corner,BrkSide,Norm,1Fam,1Story,5,7,Gable,Wd Sdng,0.0,TA,TA,BrkTil,No,BLQ,Unf,715.0,TA,Y,875,1,TA,Typ,missing,Detchd,180.0,Y,48,0,0,0,0,2009,11.56171562913966,0,0,0,1,0,0,0,1,0
1930,190,RM,85.0,13600,Lvl,Inside,OldTown,Norm,2fmCon,2Story,5,5,Gable,Wd Sdng,0.0,TA,TA,BrkTil,No,Unf,Unf,662.0,TA,N,2337,2,TA,Min2,missing,Detchd,560.0,Y,0,57,0,0,0,2007,11.407564949312402,0,0,0,1,0,1,0,1,0
1220,190,RL,60.0,10800,Lvl,Inside,OldTown,Norm,2fmCon,2Story,4,7,Gable,MetalSd,0.0,TA,TA,BrkTil,missing,missing,missing,0.0,TA,N,1294,2,TA,Typ,missing,Other,0.0,N,220,114,210,0,0,2008,11.573550086786664,0,1,0,0,0,0,0,1,0
2134,75,RL,53.0,7128,Lvl,Inside,Crawfor,Norm,1Fam,2.5Unf,7,5,Gable,MetalSd,0.0,TA,Gd,CBlock,No,Rec,Unf,918.0,Gd,Y,1646,1,TA,Typ,Gd,Detchd,240.0,Y,0,0,0,126,0,2007,12.007621706806335,0,0,0,1,0,1,0,1,0
778,70,RL,120.0,26400,Bnk,FR,SawyerW,Street,1Fam,2Story,5,7,Gable,HdBoard,0.0,Gd,TA,PConc,missing,missing,missing,0.0,Ex,Y,2016,1,TA,Mod,TA,Attchd,576.0,P,0,0,0,0,0,2009,11.782952602183288,0,1,0,1,0,1,0,1,0
1206,20,RL,75.0,10425,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,Gable,MetalSd,0.0,TA,TA,CBlock,No,Rec,Unf,1104.0,Gd,Y,1104,1,TA,Typ,missing,Attchd,384.0,Y,0,0,0,0,0,2008,11.79810440720389,0,0,0,1,0,1,0,1,0
1582,60,RL,98.0,12328,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,5,Hip,VinylSd,146.0,Gd,TA,PConc,Mn,GLQ,Unf,1149.0,Ex,Y,2541,1,Ex,Typ,Gd,BuiltIn,729.0,Y,120,32,0,0,0,2007,12.763586225373727,1,0,0,1,0,1,1,0,0
1587,20,RL,68.253174,12546,Lvl,Corner,NWAmes,Norm,1Fam,1Story,6,7,Gable,MetalSd,310.0,Gd,Gd,CBlock,No,BLQ,Unf,1440.0,Ex,Y,1440,1,Gd,Typ,TA,Attchd,467.0,Y,0,0,99,0,0,2007,12.116694834378958,1,0,0,1,0,1,0,0,0
2823,20,RL,80.0,17400,Low,Inside,Mitchel,Norm,1Fam,1Story,5,5,Gable,BrkFace,0.0,TA,TA,CBlock,No,ALQ,Unf,1126.0,Fa,Y,1126,1,TA,Typ,Gd,Attchd,484.0,P,295,41,0,0,0,2006,11.982929094215963,1,0,0,1,0,1,0,1,0
2136,50,RL,53.0,5362,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,5,6,Gable,Wd Sdng,0.0,TA,TA,PConc,No,Unf,Unf,661.0,Ex,Y,1250,1,TA,Typ,Gd,Detchd,552.0,Y,242,0,81,0,0,2007,11.842229212112828,0,0,0,1,0,1,0,1,0
2711,60,RL,70.0,8400,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,Av,Unf,Unf,784.0,Ex,Y,1611,1,Gd,Typ,missing,Attchd,572.0,Y,144,36,0,0,0,2006,12.184849009078548,1,0,0,1,0,1,0,1,0
2040,20,RL,64.0,6762,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,108.0,Gd,TA,PConc,No,GLQ,Unf,1208.0,Ex,Y,1208,1,Gd,Typ,missing,Attchd,628.0,Y,105,54,0,0,0,2007,12.182804018590819,1,0,0,1,1,1,0,1,0
2320,60,RL,74.0,10927,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,Gable,VinylSd,280.0,Gd,TA,PConc,Av,GLQ,Unf,1058.0,Ex,Y,1904,1,Ex,Typ,Gd,BuiltIn,736.0,Y,179,60,0,0,0,2006,12.524526376648708,1,0,0,1,0,1,0,1,0
141,20,RL,80.0,10032,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,Gable,Wd Sdng,432.0,TA,TA,CBlock,No,Rec,Unf,1244.0,Ex,Y,1580,1,TA,Typ,Gd,Attchd,440.0,Y,0,28,0,160,0,2010,11.979799201207037,1,0,0,1,0,1,1,1,0
2185,20,RL,149.0,19958,Lvl,Inside,Timber,Norm,1Fam,1Story,6,8,Hip,HdBoard,1224.0,TA,Gd,CBlock,No,Unf,Unf,585.0,Gd,Y,2279,1,Gd,Typ,Gd,Attchd,461.0,Y,274,0,0,138,0,2007,12.456831363877356,0,0,0,1,0,1,0,1,0
2335,60,RL,105.0,15578,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,0.0,Gd,TA,PConc,No,Unf,Unf,728.0,Gd,Y,1456,1,TA,Typ,missing,Attchd,429.0,Y,0,0,0,0,0,2006,12.059803326028716,1,0,0,1,1,1,0,0,0
1418,60,RL,96.0,11690,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,Gable,VinylSd,192.0,Gd,TA,PConc,Av,Unf,Unf,850.0,Ex,Y,1764,1,Gd,Typ,TA,Attchd,560.0,Y,120,29,0,0,0,2008,12.240474072247506,0,0,0,1,0,1,0,0,0
291,50,RM,40.0,5436,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,8,Gable,VinylSd,0.0,TA,Gd,BrkTil,No,BLQ,Unf,796.0,Gd,Y,1154,1,Gd,Typ,missing,Detchd,240.0,N,0,96,0,0,0,2010,11.740061037553975,0,0,0,1,0,1,0,1,0
2412,20,RL,65.0,6993,Lvl,Inside,Sawyer,Street,1Fam,1Story,5,7,Gable,HdBoard,0.0,TA,TA,CBlock,No,BLQ,Unf,912.0,TA,Y,1236,1,TA,Typ,TA,Attchd,288.0,Y,0,0,0,0,0,2006,11.813030057420567,0,0,0,1,0,1,0,1,0
1758,20,RL,80.0,8480,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,6,Hip,HdBoard,0.0,TA,TA,CBlock,No,GLQ,Unf,970.0,TA,Y,970,1,TA,Typ,missing,Detchd,624.0,Y,0,24,0,192,0,2007,11.794337924408413,1,0,0,1,0,1,0,1,0
2070,20,RL,39.0,16300,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,4,Gable,HdBoard,0.0,TA,TA,CBlock,Av,Rec,BLQ,876.0,TA,Y,907,1,TA,Typ,missing,Attchd,308.0,Y,0,0,0,0,0,2007,11.77528972943772,1,0,0,1,0,1,0,0,0
1477,30,RL,52.0,6292,Bnk,Inside,SWISU,Norm,1Fam,1Story,6,5,Gable,Wd Sdng,0.0,TA,TA,BrkTil,Mn,Rec,Unf,768.0,TA,N,790,1,TA,Typ,missing,Detchd,160.0,Y,0,141,0,0,0,2008,11.418614785498987,0,0,0,1,0,1,0,1,0
806,20,RL,82.0,12464,Low,Corner,CollgCr,Norm,1Fam,1Story,5,5,Gable,VinylSd,0.0,TA,Gd,PConc,No,GLQ,Unf,1040.0,Gd,Y,1040,1,Gd,Typ,missing,Detchd,576.0,Y,168,0,0,0,0,2009,11.931635799828413,1,0,0,1,0,1,0,0,0
1092,20,FV,62.0,7500,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,Gable,CemntBd,210.0,Gd,TA,PConc,No,GLQ,Unf,1218.0,Ex,Y,1218,1,Gd,Typ,missing,Attchd,462.0,Y,168,168,0,0,0,2008,12.347346487886606,0,0,0,1,1,1,1,1,0
1160,90,RL,87.0,9246,Lvl,Inside,NWAmes,Street,Duplex,1Story,5,5,Gable,Plywood,564.0,TA,TA,CBlock,No,Unf,Unf,1656.0,TA,Y,1656,2,TA,Typ,missing,Detchd,506.0,Y,0,211,0,0,0,2008,11.813030057420567,1,0,0,1,0,1,0,0,0
257,20,RL,48.0,12137,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,442.0,TA,TA,PConc,No,Unf,Unf,1649.0,Ex,Y,1661,1,Gd,Typ,missing,Attchd,598.0,Y,0,34,0,0,0,2010,12.323411137947407,1,0,0,1,0,1,0,0,0
2270,20,RL,79.0,10240,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,Gable,Plywood,157.0,TA,Gd,CBlock,No,BLQ,LwQ,1686.0,TA,Y,1686,1,TA,Typ,TA,Attchd,612.0,Y,384,131,0,0,0,2006,12.24288661865289,1,0,0,1,0,1,0,1,0
2132,50,RL,55.0,7642,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,7,8,Gable,Wd Sdng,0.0,Gd,TA,BrkTil,No,Unf,Unf,912.0,Gd,Y,1426,1,Gd,Typ,Gd,Detchd,216.0,Y,0,240,0,0,0,2007,12.154516158615772,0,0,0,1,0,1,0,1,0
1767,60,RL,68.253174,17542,Lvl,Inside,Veenker,Norm,1Fam,2Story,7,7,Gable,Wd Sdng,0.0,Gd,TA,CBlock,Gd,LwQ,ALQ,1192.0,TA,Y,2167,1,Gd,Typ,Gd,Attchd,518.0,Y,220,47,0,0,0,2007,12.591335046320818,0,0,0,1,0,1,0,0,0
1272,70,RM,60.0,6000,Lvl,Corner,OldTown,Norm,1Fam,2Story,5,9,Gable,MetalSd,0.0,Gd,TA,BrkTil,No,Unf,Unf,572.0,Ex,Y,1540,1,Gd,Typ,missing,Other,0.0,N,240,77,0,0,0,2008,11.770663661048937,0,0,0,0,0,1,0,1,0
1812,20,RL,70.0,8050,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,Gable,MetalSd,0.0,TA,TA,CBlock,No,ALQ,BLQ,949.0,TA,Y,1107,1,Gd,Typ,missing,Attchd,308.0,Y,88,64,0,0,0,2007,11.751942365440728,0,0,0,1,0,1,0,1,0
70,60,RL,70.0,11218,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,Gable,Wd Sdng,0.0,Gd,TA,PConc,No,Unf,Unf,1055.0,Ex,Y,1845,1,Gd,Typ,TA,Attchd,462.0,Y,635,104,0,0,400,2010,12.14950229404178,1,0,0,1,0,1,0,1,0
2669,20,RL,80.0,12000,Lvl,Inside,ClearCr,Norm,1Fam,1Story,6,5,Gable,Plywood,0.0,TA,Fa,CBlock,No,LwQ,Unf,1388.0,Gd,Y,1388,1,TA,Typ,Po,Attchd,522.0,Y,0,58,0,0,0,2006,11.976030352524807,1,1,1,1,0,1,0,1,0
640,90,RL,81.0,9671,Lvl,Corner,NAmes,Street,Duplex,2Story,6,5,Gable,MetalSd,480.0,TA,TA,CBlock,No,Unf,Unf,1248.0,TA,Y,2544,2,TA,Typ,missing,Attchd,907.0,Y,0,0,0,0,0,2009,12.154779351142624,1,0,0,1,0,1,1,1,0
1481,70,RL,60.0,7200,HLS,Inside,Crawfor,Norm,1Fam,2Story,7,6,Gable,Stucco,0.0,TA,Fa,BrkTil,No,Unf,Unf,776.0,TA,Y,1502,1,TA,Typ,Gd,Attchd,270.0,P,0,0,112,0,0,2008,11.911701584927597,0,0,0,1,0,1,0,1,0
2274,80,RL,81.0,10530,Lvl,Inside,NWAmes,Norm,1Fam,Sep,6,6,Gable,Plywood,248.0,TA,TA,CBlock,No,ALQ,Unf,675.0,TA,Y,1875,1,Gd,Typ,TA,Attchd,485.0,Y,48,28,0,0,0,2006,12.125404742462718,0,1,0,1,0,1,0,1,0
80,20,RL,68.253174,9819,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,Gable,MetalSd,31.0,TA,Gd,CBlock,No,BLQ,Unf,882.0,TA,Y,900,1,TA,Typ,missing,Detchd,280.0,Y,0,0,0,0,0,2010,11.711776323715394,1,0,0,1,0,1,0,0,0
880,70,RL,43.0,5707,Bnk,Inside,SWISU,Street,1Fam,2Story,6,6,Gable,Wd Sdng,0.0,TA,TA,BrkTil,No,Unf,Unf,583.0,Gd,Y,1242,1,TA,Typ,Gd,Detchd,180.0,Y,329,96,0,0,0,2009,11.56171562913966,0,0,0,1,0,0,0,1,0
2156,20,RL,68.253174,20693,Bnk,Corner,Crawfor,Norm,1Fam,1Story,7,5,Gable,Plywood,652.0,TA,TA,CBlock,No,Rec,Unf,1696.0,Ex,Y,1696,1,TA,Typ,TA,Attchd,625.0,Y,0,146,0,0,0,2007,12.196022309676673,1,0,0,1,0,1,0,0,0
1984,190,RL,59.0,4484,Lvl,Corner,SWISU,Norm,2fmCon,1.5Fin,5,6,Gable,Plywood,0.0,TA,TA,CBlock,No,ALQ,Unf,672.0,TA,N,1282,1,TA,Typ,missing,Detchd,240.0,Y,0,88,0,0,0,2007,11.594505451962652,0,0,0,1,0,1,0,0,0
2341,120,RL,68.253174,2938,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,Gable,VinylSd,40.0,Gd,TA,PConc,Av,GLQ,Unf,1368.0,Ex,Y,1511,1,Gd,Typ,TA,Attchd,398.0,Y,130,30,0,0,0,2006,12.417103128960582,1,0,0,1,0,1,0,1,0
266,20,RL,60.0,10044,Low,CulDSac,Edwards,Norm,1Fam,1Story,5,6,Gable,MetalSd,0.0,TA,TA,CBlock,Gd,ALQ,Unf,1196.0,TA,Y,1196,1,TA,Typ,missing,Attchd,336.0,Y,257,0,168,0,0,2010,11.877568578558138,1,0,0,1,0,1,0,0,0
659,50,RL,60.0,10800,Lvl,Inside,NAmes,Street,1Fam,1.5Fin,4,7,Gable,MetalSd,0.0,TA,TA,CBlock,No,Unf,Unf,832.0,TA,Y,1461,1,TA,Typ,missing,Detchd,384.0,Y,0,204,0,0,0,2009,11.801856756822442,0,0,0,1,0,0,0,1,0
570,20,RL,80.0,9600,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,Hip,HdBoard,0.0,TA,TA,CBlock,No,Unf,Unf,1568.0,TA,Y,1568,1,TA,Typ,missing,Attchd,440.0,Y,160,40,0,0,0,2009,11.870599909242044,1,0,0,1,0,1,0,1,0
2571,75,RM,70.0,6300,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,7,6,Gable,Wd Sdng,0.0,TA,TA,BrkTil,No,Unf,Unf,1226.0,Ex,Y,2104,1,TA,Typ,missing,Detchd,432.0,P,0,341,88,0,0,2006,11.951180395901384,0,0,0,1,0,1,0,1,0
1862,20,RL,72.0,9770,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,Gable,Wd Sdng,0.0,TA,TA,CBlock,No,Rec,Unf,922.0,TA,Y,922,1,TA,Typ,missing,Attchd,308.0,Y,0,34,0,0,0,2007,11.661345470088502,1,0,0,1,0,0,0,1,0
129,90,RL,80.0,11600,Lvl,Corner,NAmes,Street,Duplex,2Story,5,5,Gable,MetalSd,361.0,TA,TA,CBlock,No,Rec,Unf,1105.0,TA,Y,2274,2,TA,Typ,missing,Detchd,480.0,Y,0,0,0,0,0,2010,11.946654038351252,1,0,0,1,0,0,0,1,0
1821,20,RL,70.0,7535,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,Gable,MetalSd,0.0,TA,TA,CBlock,No,BLQ,LwQ,912.0,Fa,Y,912,1,TA,Typ,missing,Attchd,297.0,Y,12,285,0,0,480,2007,11.695247021764184,0,0,0,1,0,1,0,0,0
706,50,RM,50.0,6000,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,9,Gable,MetalSd,0.0,Gd,TA,BrkTil,No,Unf,Unf,698.0,TA,Y,1176,1,TA,Typ,missing,Detchd,624.0,N,210,0,0,0,0,2009,11.812289042195847,0,0,0,1,0,1,0,1,0
1532,60,RL,85.0,12244,Lvl,Inside,Timber,Norm,1Fam,2Story,8,5,Hip,VinylSd,226.0,Gd,TA,PConc,Gd,GLQ,Unf,1482.0,Ex,Y,2262,1,Gd,Typ,Gd,Attchd,749.0,Y,168,0,0,0,0,2008,12.628067055589549,1,0,0,1,0,1,1,1,0
1498,30,RM,71.0,6900,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,5,6,Gable,VinylSd,0.0,TA,TA,CBlock,No,ALQ,Rec,740.0,Ex,Y,778,1,TA,Typ,Gd,Detchd,924.0,Y,0,25,0,0,0,2008,11.699405031912846,0,0,0,0,0,1,0,1,0
2458,20,RL,80.0,8800,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,Hip,HdBoard,425.0,TA,TA,CBlock,No,BLQ,Unf,1251.0,TA,Y,1251,1,TA,Typ,Gd,Attchd,461.0,Y,0,116,0,0,700,2006,11.982929094215963,1,0,0,1,0,1,0,1,0
1723,20,RL,79.0,9416,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,Hip,CemntBd,205.0,Ex,TA,PConc,No,GLQ,Unf,1726.0,Ex,Y,1726,1,Ex,Typ,Gd,Attchd,786.0,Y,171,138,0,266,0,2007,12.650348126203179,1,0,0,1,1,1,1,1,0
395,120,RL,68.253174,4928,Lvl,Inside,NPkVill,Norm,TwnhsE,1Story,6,6,Gable,Plywood,0.0,TA,TA,CBlock,No,LwQ,Unf,958.0,TA,Y,958,1,TA,Typ,missing,Attchd,440.0,Y,0,60,0,0,0,2009,11.875830958659597,1,0,0,1,0,1,0,0,0
1397,80,RL,65.0,8385,Lvl,Inside,CollgCr,Norm,1Fam,Sep,5,8,Gable,HdBoard,220.0,Gd,TA,CBlock,Av,GLQ,Unf,985.0,TA,Y,985,1,TA,Typ,missing,Attchd,328.0,Y,210,0,0,0,0,2008,11.917723684090689,1,0,0,1,0,1,0,1,0
2189,20,RL,67.0,10656,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,Gable,VinylSd,274.0,Gd,TA,PConc,Av,Unf,Unf,1638.0,Ex,Y,1646,1,Gd,Typ,Gd,Attchd,870.0,Y,192,80,0,0,0,2007,12.424806488355683,0,0,0,1,1,1,1,0,0
166,20,RM,69.0,5805,Bnk,Inside,OldTown,Norm,1Fam,1Story,5,7,Hip,MetalSd,0.0,TA,TA,CBlock,Mn,BLQ,Rec,1347.0,Gd,Y,1347,1,Gd,Typ,missing,Detchd,551.0,Y,0,0,0,0,0,2010,11.870599909242044,1,0,0,1,0,1,0,1,0
1057,60,RL,60.0,15384,Lvl,Inside,Gilbert,RRn,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,Av,GLQ,Unf,788.0,Ex,Y,1490,1,Gd,Typ,Gd,Attchd,388.0,Y,100,75,0,0,0,2008,12.122691036591123,0,0,0,1,0,1,0,0,0
1690,80,RL,87.0,11084,Lvl,Corner,Gilbert,Norm,1Fam,Sep,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,No,GLQ,Unf,384.0,Ex,Y,1374,1,Gd,Typ,Gd,BuiltIn,400.0,Y,100,0,0,0,0,2007,12.072541252905651,1,0,0,1,0,1,0,0,0
2781,20,C (all),50.0,9000,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,2,3,Gable,AsbShng,0.0,TA,TA,CBlock,Av,BLQ,Unf,480.0,TA,N,480,1,TA,Typ,missing,Detchd,308.0,Y,0,0,0,0,0,2006,10.47194980911048,0,0,0,1,0,0,0,1,0
2488,20,RL,68.253174,9610,Lvl,Corner,NAmes,Street,1Fam,1Story,6,6,Hip,Wd Sdng,632.0,TA,TA,CBlock,No,Rec,Unf,1121.0,Ex,Y,1336,1,TA,Typ,TA,Attchd,488.0,Y,80,0,0,0,0,2006,11.99535161421452,1,0,0,1,0,0,0,0,0
1669,120,RL,48.0,6240,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,Hip,MetalSd,176.0,Gd,TA,PConc,No,GLQ,Unf,1324.0,Ex,Y,1324,1,Gd,Typ,Gd,Attchd,550.0,Y,0,38,0,0,0,2007,12.307590788720521,1,0,0,1,1,1,0,1,0
2699,60,RL,68.253174,21533,Lvl,FR,CollgCr,Street,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,No,Unf,Unf,1065.0,Ex,Y,2049,1,Gd,Typ,TA,Attchd,467.0,Y,120,48,0,0,0,2006,12.259139366466865,0,0,0,1,0,1,0,0,0
513,20,RL,63.0,7500,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,5,Gable,VinylSd,0.0,TA,TA,PConc,No,Unf,Unf,1158.0,Ex,Y,1158,1,Gd,Typ,missing,Other,0.0,Y,0,50,0,0,0,2009,11.874090314181814,1,0,0,0,0,1,0,1,0
2068,80,RL,72.0,9720,Lvl,Inside,CollgCr,Norm,1Fam,Sep,5,7,Gable,Plywood,51.0,TA,TA,CBlock,Av,ALQ,Unf,995.0,TA,Y,1009,1,TA,Typ,Fa,Detchd,576.0,Y,0,0,0,0,0,2007,11.982929094215963,1,0,1,1,0,1,0,1,0
1798,20,RL,80.0,9600,Lvl,FR,Veenker,Street,1Fam,1Story,6,8,Gable,MetalSd,0.0,TA,TA,CBlock,Gd,ALQ,Unf,1262.0,Ex,Y,1262,1,TA,Typ,TA,Attchd,460.0,Y,298,0,0,0,0,2007,12.109010932687042,1,0,0,1,0,1,0,1,0
2158,20,RL,70.0,18044,HLS,CulDSac,Crawfor,Norm,1Fam,1Story,8,5,Gable,WdShing,0.0,Gd,TA,CBlock,No,Unf,Unf,279.0,Gd,Y,2726,1,Gd,Typ,Gd,Attchd,691.0,Y,216,64,169,0,0,2007,12.66032791780777,1,0,0,0,0,1,0,0,0
